first,last,job,phone,email,client_id,order_id,order_date,order_week,order_year,item_id,category,subcategory,unit_price,unit_cost,unit_weight,qty,line_number
Wendy,Morris,Hydrographic surveyor,001-234-716-4618x1004,wendycustomer@holder.com,42550,3192167,2023-04-25,17,2023,MDE64633-25-6Z,furniture,stands,3.64,2.49,0.2,205,2
Nicole,Strickland,Camera operator,280.726.5511x5580,strickland.nicole@allen-henderson.biz,42270,7630912,2023-03-05,9,2023,DDE12879-49-4A,consumables,kitchen supplies,6.64,3.79,1.92,25,3
Bethany,Bell,Land/geomatics surveyor,+1-857-726-4869x65965,bell.b@collins.com,25119,8338656,2023-02-08,6,2023,EAA53647-99-8B,software,accounting,79.15,70.27,0.04,97,1
Larry,Mccoy,Make,001-392-820-6042x2668,mccoylarry@logan.com,22952,4369203,2023-04-18,16,2023,AMC71428-83-8D,software,project management,94.15,52.43,0.39,114,8
Christopher,Carter,"Teacher, adult education",+1-247-799-0041x0550,carterchristopher282@johnson-alexander.com,31279,9446305,2023-05-09,19,2023,DXM71952-04-8A,software,project management,3.01,2.56,2.91,283,4
Mark,Jones,"Geneticist, molecular",363.266.9680,jones_mark_7616@perkins-reed.com,16982,8031177,2023-02-04,5,2023,UUX03397-27-4C,consumables,misc,107.61,98.35,6.28,28,3
Ronald,Obrien,Petroleum engineer,(659)589-2174x93063,obrienronald8662@wagner-elliott.com,67877,7417406,2023-01-16,3,2023,XUZ60078-01-5X,consumables,misc,38.92,26.08,2.52,44,3
Bryan,Reeves,"Solicitor, Scotland",+1-515-711-5348x987,reeves.participant.7298@smith.com,65687,2418832,2023-02-07,6,2023,AED21317-12-5A,electronics,audio visual,136.99,105.43,2.47,374,2
Tanya,Vasquez,"Therapist, occupational",9857434499,vasquezinvestment@moreno.info,48410,1558242,2023-01-22,3,2023,MCU34023-31-7M,consumables,misc,60.92,57.13,1.07,285,0
Christopher,Hanson,"Surveyor, land/geomatics",(580)667-3817x00993,hanson.reason@schultz-kim.com,76087,9264873,2023-03-16,11,2023,UAC50632-25-4E,consumables,kitchen supplies,245.56,231.95,1.73,26,7
Jennifer,Potter,"Psychologist, sport and exercise",(725)510-0366x58727,potteraccept@wright.com,13010,6800989,2023-04-01,13,2023,CXZ25648-03-8X,consumables,pens,34.4,18.25,2.95,45,4
Danny,Jackson,Toxicologist,+1-959-625-3646x01410,danny.jackson.817@sherman-armstrong.net,84156,5291834,2023-05-16,20,2023,AAX75049-30-3A,consumables,kitchen supplies,251.68,141.7,6.8,34,5
Leah,Middleton,"Geologist, engineering",(928)705-9665,middleton.l@harris-turner.biz,34878,3910946,2023-01-12,2,2023,BCZ14825-79-9U,consumables,kitchen supplies,362.72,235.53,3.94,369,1
David,Brady,Publishing copy,6597485343,dbrady@cunningham.com,69260,3900520,2023-02-18,7,2023,CMZ60736-39-9D,software,project management,10.0,7.04,2.7,16,0
Zachary,Rodriguez,Actuary,(771)350-0406,rodriguezz@knight.com,56977,3016549,2023-02-24,8,2023,ZAU36048-03-9A,furniture,tables,98.43,69.36,4.03,129,3
Denise,Andrews,Environmental manager,846-593-0536,d.andrews@hart.info,87612,8256873,2023-04-22,16,2023,ZCD00966-35-2Z,decor,plants,2.09,1.25,0.95,1062,5
Denise,Andrews,Environmental manager,846-593-0536,d.andrews@hart.info,87612,5565583,2023-03-30,13,2023,BCZ14825-79-9U,consumables,kitchen supplies,362.72,235.53,3.94,42,3
Brandon,Kelley,Database administrator,+1-234-384-9980x9835,kelley.culture@clay.com,73876,9430855,2023-01-03,1,2023,UUE15482-56-0X,electronics,computers,40.8,28.61,2.12,75,3
Dwayne,Bell,Chief Financial Officer,606-619-7667x9508,belld@galvan.com,24007,4682763,2023-04-08,14,2023,ABX14990-37-1Z,furniture,tables,0.02,0.01,4.22,69,3
Jesse,Mcgee,Geophysical data processor,001-720-346-0452x24123,mcgeej@adams-miller.info,13616,9870694,2023-03-23,12,2023,UXU77951-75-6X,consumables,paper products,90.57,49.89,2.43,61,0
John,Callahan,"Journalist, magazine",+1-246-570-4098,j.callahan.775@davis.com,49851,3982860,2023-04-19,16,2023,CDB25978-21-3E,consumables,kitchen supplies,110.27,96.23,2.66,1106,2
Nicole,Cohen,Curator,+1-742-690-5827x6425,cohen_n@sullivan.net,47614,2131953,2023-04-16,15,2023,UMC49136-12-1E,furniture,tables,210.12,137.62,16.9,202,2
Susan,Mitchell,"Therapist, sports",972.537.5063x2269,susanmitchell1151@ortiz.com,65748,4580376,2023-04-01,13,2023,DEC92033-19-9C,electronics,telecom,6.09,5.5,1.38,52,0
Ashley,Reid,Make,(896)614-8287x66030,reid.a.7844@brown.com,64563,9328489,2023-04-24,17,2023,DXM06765-78-0E,consumables,pens,268.31,208.61,4.28,81,0
Rachel,Mcbride,Purchasing manager,622.690.3882x14945,wrong.mcbride.4861@fletcher.com,12338,7771020,2023-05-01,18,2023,UDC75479-26-5A,software,accounting,277.01,174.45,4.51,68,8
Laura,Pham,Tax adviser,001-510-573-0191x016,l.pham@beck-lopez.com,98410,3317576,2023-04-25,17,2023,UDC75479-26-5A,software,accounting,277.01,174.45,4.51,71,6
Patrick,Martinez,"Engineer, drilling",6879871465,martinez.patrick.1501@chapman.biz,25114,1005142,2023-04-26,17,2023,XXA68575-44-8X,decor,wall art,112.7,83.25,14.49,246,6
Derek,Hale,Immigration officer,+1-393-272-0307x869,hale.d@esparza.biz,10435,7394479,2023-01-06,1,2023,XAE75138-91-2E,furniture,stands,147.66,100.11,0.09,5,4
Alexis,Lowe,Toxicologist,+1-394-981-7836x8587,loweown@singh.com,82075,9597005,2023-02-06,6,2023,AZZ67118-40-3X,consumables,pens,14.9,12.26,3.07,76,8
Kimberly,Blair,Geographical information systems officer,477-680-9323x27378,blair.kimberly.6618@nelson.biz,78447,4441040,2023-02-28,9,2023,ZZU43604-44-9M,decor,wall art,70.05,60.74,0.12,164,3
Danielle,Moore,Financial manager,(932)238-4205x1418,mooreteam3804@mcclain-aguilar.biz,83552,7146007,2023-01-06,1,2023,BMM89645-50-6B,consumables,kitchen supplies,82.08,63.96,3.18,115,1
Derrick,Moore,Musician,358.661.5483,derrick.moore.2602@pope.info,41908,5057185,2023-03-29,13,2023,XZX22516-16-1D,consumables,paper products,125.71,77.03,9.66,71,3
Richard,Kennedy,Race relations officer,+1-551-603-4716,rkennedy@mcneil.info,10559,3062392,2023-01-15,2,2023,XZZ88006-14-6D,consumables,bathroom supplies,3.23,2.1,10.01,33,2
Margaret,Paul,Chartered accountant,794.678.8124x7449,margaretpaul7922@cook.com,11444,4066499,2023-01-16,3,2023,EUD29711-63-6U,decor,wall art,1096.8,762.71,7.5,20,4
Patrick,Anderson,Commercial art gallery manager,947-812-9604x27025,andersonboard7205@delgado-hodge.org,51869,7556773,2023-04-04,14,2023,ZAU36048-03-9A,furniture,tables,98.43,69.36,4.03,48,0
Tiffany,Huerta,Medical sales representative,(271)592-0960,huertatiffany7702@harris.com,90466,7204104,2023-02-18,7,2023,CMU14661-66-4E,consumables,misc,481.57,376.44,3.64,55,0
Paul,Vasquez,"Teacher, special educational needs",(520)767-2543x5513,paul_vasquez@brown-middleton.biz,43361,2134389,2023-01-03,1,2023,ZUM23964-68-6Z,consumables,paper products,13.65,10.22,0.79,37,6
Peter,Andrews,Video editor,396.538.3105,pandrews6748@poole-blanchard.com,31715,9638802,2023-03-16,11,2023,DDC54647-18-0D,decor,wall art,22.81,12.79,2.56,19,3
John,Roberts,"Engineer, aeronautical",+1-474-794-9235x59596,roberts.john@hutchinson-brown.info,21474,4614935,2023-03-22,12,2023,UXC14615-47-6B,furniture,tables,7.92,7.45,0.05,307,4
Pamela,Campbell,"Development worker, community",(379)279-3345,campbell.p@mays-clark.com,85152,5334480,2023-02-14,7,2023,CCE59523-35-9E,consumables,kitchen supplies,90.94,48.08,15.69,25,0
Jessica,Reyes,"Production designer, theatre/television/film",5016915923,jessica.reyes@grimes.net,33615,5615970,2023-04-19,16,2023,UXC14615-47-6B,furniture,tables,7.92,7.45,0.05,19,0
Nicholas,Williams,Radio producer,393.560.7337x2039,nicholas.williams.6317@strong.biz,56590,9833187,2023-04-23,16,2023,ZBB37981-57-0A,software,accounting,122.15,76.81,1.17,58,1
Tamara,Russell,Town planner,(605)786-7203,russell.once@valencia-summers.net,92173,7427394,2023-03-18,11,2023,BMA53145-50-0E,software,project management,141.4,126.66,1.45,22,7
Barry,Johnson,"Education officer, museum",3804491689,johnson.end@clarke.com,79827,2443743,2023-04-08,14,2023,DCD61783-36-6B,software,project management,520.0,457.16,4.92,33,5
David,Jones,Aid worker,001-707-759-2498x5422,davidjones@noble.com,56523,3641328,2023-05-13,19,2023,MCE82285-66-1X,consumables,bathroom supplies,173.16,156.54,1.1,266,5
William,Jones,Osteopath,984.810.8661x5880,wsport6944@hill-moses.com,69528,1238751,2023-01-18,3,2023,BCA61260-90-4C,consumables,pens,32.69,28.34,0.54,224,1
David,Herman,Artist,(830)938-9236x04795,davidherman7232@collins-burns.info,51158,4799556,2023-03-13,11,2023,UDU82277-55-3D,electronics,audio visual,35.9,31.94,2.89,41,0
Paul,Hanson,"Engineer, civil (contracting)",969.885.3342x0533,paul_hanson@moss-little.org,78248,9960974,2023-05-08,19,2023,BCB92176-35-3M,software,project management,23.99,16.36,1.74,13,1
Ryan,Blair,"Education officer, community",936-897-1635x4951,rblair@warren.com,39113,6402262,2023-03-02,9,2023,ZBZ89373-66-4A,consumables,kitchen supplies,227.21,157.19,5.04,393,4
Patrick,Anderson,Commercial art gallery manager,947-812-9604x27025,andersonboard7205@delgado-hodge.org,51869,6875374,2023-02-17,7,2023,BDM65230-92-8A,consumables,bathroom supplies,0.19,0.1,6.89,588,4
Daniel,Carrillo,Education administrator,(752)355-9373x6657,pullcarrillo@wong-copeland.com,17254,1356706,2023-02-27,9,2023,XXA68575-44-8X,decor,wall art,112.7,83.25,14.49,126,2
Heather,Day,Regulatory affairs officer,(251)730-3328x301,dayh@hughes.net,43607,8571751,2023-04-12,15,2023,MDU78510-11-2X,consumables,misc,407.01,379.07,2.51,294,2
Darrell,Smith,Clinical molecular geneticist,001-394-478-6810x470,smith.significant@sanders-larson.com,84720,4205195,2023-03-25,12,2023,ABZ67090-80-1E,consumables,kitchen supplies,345.24,316.68,7.74,101,3
Brittany,Huffman,Air cabin crew,+1-335-664-6071x03178,tob5436@willis.biz,20333,8819676,2023-03-03,9,2023,BMZ15504-78-4X,furniture,tables,63.82,40.05,4.7,154,2
Billy,Frost,Dispensing optician,+1-473-769-7750x34302,frostmember@barr.com,64260,6331141,2023-01-10,2,2023,UBZ99402-96-4C,consumables,bathroom supplies,34.85,25.17,1.91,44,5
Bryan,Myers,Chief of Staff,444.233.9146x233,bmyers3696@wilson.com,46820,4261270,2023-05-02,18,2023,MXM50838-84-2C,software,accounting,5.04,4.6,5.7,152,1
Rebecca,Brown,Chiropodist,665-955-0156x926,rbrown850@lewis.info,73362,1783894,2023-05-10,19,2023,CCX95657-71-3B,decor,wall art,29.99,26.84,4.25,26,1
William,Strickland,Solicitor,001-490-970-0890,effortstrickland@smith.com,16710,5729090,2023-01-26,4,2023,ZMB00381-41-4E,electronics,audio visual,382.59,313.09,7.97,59,3
Angela,Ward,Systems developer,+1-312-454-8020x5962,angela.ward.4676@herrera-brown.com,46661,6955526,2023-05-22,21,2023,ACB40965-20-2C,consumables,pens,127.73,91.77,3.28,6,1
Wendy,Morris,Hydrographic surveyor,001-234-716-4618x1004,wendycustomer@holder.com,42550,5078918,2023-05-03,18,2023,MMU45451-96-2M,electronics,computers,40.29,25.56,5.08,51,1
Angela,Everett,Osteopath,729-620-6192x875,aeverett@rodriguez.com,66037,8211286,2023-01-31,5,2023,EUD29711-63-6U,decor,wall art,1096.8,762.71,7.5,128,1
Joel,Ward,"Teacher, special educational needs",(665)691-8992x8946,wardj71@harris.biz,32597,7662594,2023-05-14,19,2023,AZB92583-19-5D,electronics,telecom,41.42,30.02,1.1,23,4
Nicholas,Carter,Communications engineer,+1-550-864-1927,cartern@smith.com,76177,6291303,2023-04-02,13,2023,AEA17352-13-5M,furniture,tables,125.47,86.77,0.54,6,0
Paul,Livingston,"Accountant, chartered management",762.942.2535x642,plivingston@sanchez-thompson.biz,30272,7762109,2023-02-24,8,2023,DXE26695-11-0U,software,logistics,82.62,66.12,0.2,86,7
Frank,Thomas,"Engineer, drilling",+1-585-521-6024x3170,thomas.f.6708@pierce.net,94438,5421691,2023-01-31,5,2023,MMZ75256-71-7M,software,project management,43.22,40.78,16.57,63,5
Amanda,Burnett,Records manager,(959)858-6180x6708,evidence.amanda@clark.biz,77354,9514422,2023-04-07,14,2023,EMB15295-20-6Z,consumables,paper products,198.29,105.38,1.88,33,4
Sherry,Ramsey,"Buyer, industrial",001-347-672-4253,ramsey.sherry@johnson.com,92552,9481372,2023-01-17,3,2023,EAA53647-99-8B,software,accounting,79.15,70.27,0.04,70,1
Sherry,Williams,Wellsite geologist,4379701853,operation.williams.1930@garcia.com,71919,3374251,2023-02-14,7,2023,AEM31850-24-5M,software,project management,47.27,36.01,0.27,158,2
Tiffany,Huerta,Medical sales representative,(271)592-0960,huertatiffany7702@harris.com,90466,4065222,2023-01-11,2,2023,DCM29568-31-1X,consumables,bathroom supplies,169.54,133.28,2.2,294,0
Joshua,Peters,Advice worker,499.497.9513x2155,joshuapeters5593@shaw.com,83089,1491329,2023-04-20,16,2023,BUC87203-00-6A,decor,plants,141.55,95.32,12.89,158,0
Anthony,Norton,Amenity horticulturist,338.641.5726x439,norton.a.3291@jimenez-benson.org,31558,6218868,2023-05-21,20,2023,MUB94798-20-4C,electronics,telecom,31.1,24.94,3.17,256,0
Christina,Schwartz,Chiropractor,265-829-3643,christinaschwartz9252@mcconnell.com,92089,8611689,2023-01-26,4,2023,MCM87327-82-2U,consumables,kitchen supplies,7.24,5.52,2.86,120,2
Kyle,Williams,"Engineer, broadcasting (operations)",+1-432-234-2942,communitywilliams9024@taylor-padilla.biz,81012,9287359,2023-05-05,18,2023,MXM82170-95-8M,software,logistics,26.54,16.91,1.06,917,0
Linda,Henderson,"Scientist, research (physical sciences)",+1-664-405-4100x443,lhenderson@boyer-krueger.com,79817,4731573,2023-03-28,13,2023,BBB37794-88-2M,software,accounting,249.29,166.37,1.33,391,6
Jose,Watson,"Journalist, newspaper",(467)523-0495x369,watsonjose@bailey.com,37231,1836068,2023-04-22,16,2023,CED56415-56-2M,consumables,misc,42.6,34.11,1.88,21,3
Billy,Sloan,Dispensing optician,(965)478-0793x789,sloan.skin@mitchell.org,54350,4381224,2023-05-10,19,2023,BZB10491-79-3D,software,logistics,1049.36,653.92,10.48,326,0
Miguel,Dean,"Scientist, research (life sciences)",+1-743-251-5369x815,deanm3612@lee.com,42471,8466096,2023-01-26,4,2023,MCA32244-20-1M,consumables,bathroom supplies,38.04,20.68,1.16,175,3
Barry,Trujillo,"Journalist, newspaper",251-336-4062,trujilloincluding9709@kennedy-smith.com,66328,2754606,2023-03-16,11,2023,BAB21028-35-2Z,consumables,kitchen supplies,81.23,69.22,6.64,19761,5
Jerry,Davis,Architectural technologist,495-332-1129x54425,jerrydavis@barnes-carrillo.com,11436,5125623,2023-01-08,1,2023,MCC94069-98-4B,software,accounting,60.59,49.33,1.29,43,3
Albert,Garcia,Geophysical data processor,001-988-661-5041,a.garcia.3072@durham.com,97876,6570484,2023-03-20,12,2023,DMA94586-35-1B,consumables,bathroom supplies,139.45,121.26,3.33,32,5
Melissa,Mcdaniel,Environmental consultant,679-453-5066,melissa.group@taylor.biz,22262,6264173,2023-03-16,11,2023,ABX14990-37-1Z,furniture,tables,0.02,0.01,4.22,2950,7
William,Hart,Legal executive,(836)750-9128x69847,w.hart.3869@ramos.com,31229,9129331,2023-05-19,20,2023,XBU85923-13-3M,consumables,bathroom supplies,28.51,24.17,2.94,53,3
Lisa,Jackson,"Engineer, water",(803)599-1914,jackson.wear.5304@taylor-hughes.com,68577,4331678,2023-05-17,20,2023,ZCB11687-91-0M,consumables,paper products,234.04,123.86,1.75,3,0
Ronald,Obrien,Petroleum engineer,(659)589-2174x93063,obrienronald8662@wagner-elliott.com,67877,7269951,2023-03-15,11,2023,BCD97990-93-9M,decor,plants,490.9,387.25,2.24,75,2
Sarah,Richardson,"Exhibitions officer, museum/gallery",2056834802,richardsonsmile4695@merritt.com,79361,3570167,2023-04-11,15,2023,ZED72117-36-2M,consumables,pens,28.48,14.3,2.3,48,4
Jessica,Reyes,"Production designer, theatre/television/film",5016915923,jessica.reyes@grimes.net,33615,6155353,2023-03-15,11,2023,DBC69293-78-9M,consumables,kitchen supplies,1132.23,628.35,3.02,38,1
Christy,Carter,Counsellor,+1-414-353-1173x89006,carterc@schultz.net,87154,5631493,2023-04-19,16,2023,ZEM80574-37-9C,furniture,tables,231.21,162.21,4.86,218,0
Marvin,Thompson,Environmental manager,8096492467,thompsonblue9279@serrano.com,21654,2275801,2023-05-21,20,2023,ZUC08156-81-7X,furniture,desks,32.88,23.64,6.94,43,6
Kenneth,Allen,Drilling engineer,519.303.2750,kennethallen6878@fry.com,36557,5169778,2023-04-12,15,2023,CXM90136-19-0D,consumables,bathroom supplies,10.17,9.27,18.51,19,2
Vanessa,Tran,Emergency planning/management officer,+1-701-953-1106x0369,vtran@bauer.com,57574,2061378,2023-01-03,1,2023,UCA50032-06-6Z,consumables,pens,27.69,23.84,11.48,515,3
Barbara,Hester,Camera operator,446-648-4635x25731,hester.site.3268@king.com,41491,2922846,2023-05-21,20,2023,XDD63470-82-5D,consumables,misc,133.87,105.71,7.27,458,5
Bethany,Bell,Land/geomatics surveyor,+1-857-726-4869x65965,bell.b@collins.com,25119,1403641,2023-03-08,10,2023,CED19908-07-8B,software,project management,199.73,183.93,9.62,43,0
Kelly,Foster,"Administrator, sports",001-722-916-4457x654,kfigure@anderson.com,16084,5162755,2023-01-19,3,2023,DEM63957-60-0U,furniture,stands,5.7,4.73,3.0,65208,5
Ashlee,Allison,Naval architect,001-342-219-8632x430,allisona9051@adams.com,52709,8691963,2023-03-15,11,2023,XAE75138-91-2E,furniture,stands,147.66,100.11,0.09,1373,3
Christopher,Rice,Facilities manager,+1-557-722-9088x366,rice.bad.174@duke-riley.org,61449,5201951,2023-04-22,16,2023,BEU77819-82-6U,consumables,pens,186.87,119.89,1.19,4301,2
Wyatt,Jackson,Commissioning editor,267.595.4369x1083,jackson.w.2292@zimmerman.com,58799,6417154,2023-02-07,6,2023,DME95905-24-1X,consumables,bathroom supplies,60.83,49.28,6.25,59,3
Kelsey,Garcia,Printmaker,+1-315-377-9943,garciakelsey6502@martin-long.com,30509,1776624,2023-05-25,21,2023,CDX06274-12-1E,consumables,kitchen supplies,8.16,5.1,3.84,99,3
Katherine,Taylor,"Psychologist, clinical",(943)632-3743x028,taylor.katherine.733@odonnell.org,48855,5437965,2023-01-31,5,2023,DUZ44261-58-8E,consumables,misc,26.39,23.72,2.54,12,1
Alexandra,Glover,Musician,001-597-939-7197,a.glover.9877@olson.com,81490,3577564,2023-03-26,12,2023,UCE56426-04-7X,consumables,kitchen supplies,13.74,9.29,5.67,82,0
Lindsay,Arnold,Heritage manager,787.218.2936x8120,arnold_lindsay@flynn.org,11675,4020192,2023-02-19,7,2023,ZEZ40347-39-4X,decor,wall art,410.17,372.06,2.35,108,7
Christian,Martin,Further education lecturer,+1-773-780-2143x50379,martin.back.3971@obrien-logan.com,97501,5845015,2023-03-22,12,2023,DXD79314-94-6D,consumables,pens,19.26,12.91,1.9,20,5
Jaclyn,Morales,"Pharmacist, community",311-679-3425x03237,moralesj8623@hernandez.info,17720,4682919,2023-01-24,4,2023,XMZ38239-49-3D,furniture,stands,1.48,1.22,18.04,33,3
Thomas,Collins,Best boy,(296)971-4042,thomas.collins@ward-mann.net,50202,1532261,2023-05-29,22,2023,UDX38175-17-6A,consumables,pens,214.72,202.22,7.71,266,1
Roberto,Howard,"Surveyor, land/geomatics",311.284.4575,roberto.howard.1290@davis-reese.info,74112,5904645,2023-01-24,4,2023,UEU57935-93-6A,software,logistics,100.09,85.84,1.2,44,3
Jose,Watson,"Journalist, newspaper",(467)523-0495x369,watsonjose@bailey.com,37231,9818970,2023-04-23,16,2023,DCM29568-31-1X,consumables,bathroom supplies,169.54,133.28,2.2,5,7
Justin,Hammond,Architect,278-240-6847x180,governmentj5495@reynolds.net,46911,3803156,2023-04-21,16,2023,UDD32619-36-4X,consumables,paper products,105.48,68.15,5.05,354,3
Tiffany,Lowe,Medical illustrator,001-755-263-0037x84650,lowetiffany3935@rodriguez.com,87125,6120273,2023-01-30,5,2023,CMU14661-66-4E,consumables,misc,481.57,376.44,3.64,6,0
Nina,Mullen,Warden/ranger,001-595-635-1880x1626,mullennina3963@fox.info,71958,4565756,2023-05-11,19,2023,AUD85132-40-2B,electronics,cabling,204.86,108.56,0.66,47,5
Jessica,Gonzalez,Editorial assistant,001-766-709-4338x01962,gonzalezj@horn-fields.com,29992,5324613,2023-05-16,20,2023,XCC28618-95-3D,software,project management,591.91,470.91,13.84,39,4
Daniel,Carrillo,Education administrator,(752)355-9373x6657,pullcarrillo@wong-copeland.com,17254,7436542,2023-01-03,1,2023,DDX39609-29-5M,consumables,paper products,223.11,117.06,0.12,20,1
Alexandra,Young,Dietitian,265-666-3155x118,ayoung9158@stevens.com,38378,6536658,2023-04-05,14,2023,MZE26755-06-1E,furniture,stands,45.45,34.53,14.09,172,7
Sarah,Richardson,"Exhibitions officer, museum/gallery",2056834802,richardsonsmile4695@merritt.com,79361,8513591,2023-03-16,11,2023,ACA99409-04-6D,consumables,kitchen supplies,674.94,568.06,2.25,33,3
Phillip,Johnson,Biomedical engineer,001-691-918-3172x01673,johnsonphillip1215@roberts-hayes.com,29621,7918612,2023-01-21,3,2023,XMZ38239-49-3D,furniture,stands,1.48,1.22,18.04,79,5
Anthony,Tucker,"Designer, blown glass/stained glass",+1-503-460-2669,tuckera@nguyen.com,32500,1115396,2023-02-14,7,2023,ZAE56533-39-8U,decor,wall art,4.22,3.65,1.82,56,4
Carly,Cortez,Facilities manager,001-569-600-6481x247,ccortez2413@kelly-thomas.com,98302,6855683,2023-01-21,3,2023,XMA81002-90-1B,consumables,paper products,98.46,69.37,1.73,181,7
